Node,X,Y
104194,1565107.723,1018153.995
104195,1570621.776,1033581.992
104196,1570609.457,1035346.99
104197,1563185.46,1010426.659
104198,1566343.551,1011590.087
104199,1563888.274,1032683.404
104200,1565996.115,1034871.232
104201,1559993.562,1033781.515
104202,1560003.616,1035260.412
104203,1575906.973,1036672.644
104204,1560077.487,1033394.159
104205,1563297.36,1033890.655
104206,1566115.331,1040107.996
104207,1570548.082,1043676.728
104208,1564075.653,1033740.64
104209,1565152.168,1033799.055
104210,1566775.825,1033622.01
104211,1566162.575,1040051.105
104212,1570557.254,1043592.386
104213,1564852.024,1033076.765
104214,1566781.132,1033538.823
104215,1560078.751,1033319.056
104216,1563445.796,1033893.351
104217,1566944.049,1033684.548
104218,1565512.605,1034312.623
104219,1563761.981,1032732.102
104220,1558482.395,1019372.285
104221,1554709.874,1027296.875
104222,1559892.064,1027249.906
104224,1557115.876,1015717.219
104226,1559764.358,1016978.961
104227,1560949.524,1019358.198
104228,1560299.116,1022006.489
104229,1556355.269,1030481.473
104230,1557854.773,1031922.363
104231,1558769.562,1010148.709
104232,1556635.776,1032582.811
104233,1558381.712,1033342.471
104234,1556501.181,1032429.396
104235,1560026.944,1032402.143
104236,1556399.015,1032345.428
104237,1560039.384,1032316.287
104238,1556651.345,1032502.733
104239,1558164.584,1033237.056
104240,1553355.556,1030456.395
104241,1553164.888,1027279.852
104242,1554748.435,1028873.696
104244,1554015.642,1032458.464
104245,1554004.973,1032366.062
104247,1554761.925,1030474.992
104248,1554761.434,1031482.422
104250,1556201.951,1032248.81
104251,1554772.332,1032441.917
104252,1554763.153,1032355.687
104254,1556258.334,1032192.479
104255,1554177.523,1030482.121
104256,1554669.986,1030474.327
104259,1554766.799,1032057.482
104261,1561442.089,1017352.15
104262,1563229.962,1010094.64
104264,1563896.487,1027374.666
104266,1559940.036,1029981.604
104267,1561464.15,1032400.93
104268,1559995.807,1032140.227
104270,1560001.343,1032885.496
104273,1559995.499,1032358.555
104274,1560006.781,1033353.764
104275,1565194.951,1027407.263
104279,1554872.297,1040654.614
104280,1554919.97,1045841.205
104281,1565350.768,1041886.242
104282,1557368.898,1035274.094
104283,1559318.778,1035263.962
104284,1549726.948,1047076.959
104285,1554919.184,1045977.537
104286,1560088.583,1045892.851
104287,1560015.929,1036589.474
104296,1566649.177,1039122.957
104297,1566230.535,1040129.104
104298,1566655.091,1039755.541
104299,1561796.232,1035283.296
104300,1562677.967,1036562.504
104301,1565318.606,1039893.038
104302,1562662.332,1035292.907
104303,1564881.988,1038908.33
104304,1564929.173,1038847.793
104305,1561693.782,1035282.047
104306,1560362.198,1035265.124
104307,1564762.848,1035302.987
104308,1564453.874,1035301.42
104309,1563984.532,1035311.928
104310,1564978.441,1035282.01
104311,1564116.642,1036684.246
104312,1564031.432,1036636.055
104313,1563546.338,1035297.156
104314,1563948.047,1035366.826
104315,1564015.483,1035359.903
104316,1565947.847,1035214.569
104317,1565961.148,1035312.815
104318,1575796.802,1027438.933
104319,1575697.678,1020211.95
104320,1578386.399,1021022.35
104321,1578464.32,1027436.899
104322,1570406.281,1018688.32
104323,1570628.262,1033572.047
104324,1570622.211,1033487.585
104325,1578502.747,1032455.1
104326,1566369.081,1013402.163
104327,1570344.449,1013533.557
104328,1572417.201,1014178.554
104329,1570549.814,1030035.688
104331,1570628.151,1033495.509
104332,1567492.522,1033634.556
104335,1581186.213,1032820.49
104337,1577680.134,1051241.278
104338,1575949.819,1040633.134
104339,1575976.963,1045936.291
104340,1570644.478,1043022.038
104341,1575892.594,1035334.508
104342,1582796.345,1056170.529
104343,1572771.085,1045944.591
104344,1570660.026,1044398.081
104345,1570662.992,1045922.309
104346,1571702.056,1045486.625
104347,1571398.536,1045924.456
104348,1572361,1045946
104349,1575989.696,1049563.812
104350,1576055.794,1048259.007
104351,1571440.04,1044601.082
104352,1572595.735,1045845.313
104353,1580026.287,1052049.92
104354,1571520.957,1044590.683
104355,1572680.895,1045823.553
104356,1580104.313,1051997.313
104357,1570650.517,1043766.217
104359,1570682.475,1051193.208
104360,1570668.207,1048560.376
104362,1570667.341,1048193.351
104363,1572405.619,1046071.392
104364,1574991.35,1048573.538
104366,1581310.394,1052134.222
104367,1581283.796,1050846.904
104368,1580382.274,1053844.224
104369,1581292.238,1054727.833
104370,1581325.13,1052460.209
104371,1581245.176,1052995.058
104372,1581269.659,1052914.856
104373,1581334.68,1053254.643
104374,1581323.856,1052984.726
104375,1581311.26,1052314.994
104376,1581748.514,1055165.438
104379,1535982.262,1059132.564
104380,1539196.782,1061759.452
104381,1534314.815,1061808.161
104382,1534040.822,1061065.331
104385,1570986.556,1062662.214
104387,1560435.899,1066967.332
104389,1571055.584,1066858.299
104393,1581549.263,1062975.561
104394,1586779.217,1058894.021
104395,1586343.282,1024891.856
104396,1586550.131,1040651.446
104397,1586686.086,1051246.31
104398,1586704.803,1052362.078
104400,1586746,1054514
104401,1586706.137,1052521.703
104402,1586797.325,1059987.944
104404,1586793.21,1059736.873
104405,1472581.132,1036183.984
104408,1583617,1056946
104409,1584022,1056533
104410,1583332.243,1057209.095
104411,1589183.764,1056496.217
104412,1587215,1060367
104413,1586616.659,1045980.95
104414,1587108.848,1045971.276
104415,1587159,1035338
104417,1587264,1032953
104420,1587563,1014171
104421,1587515,1008872
104422,1587038,1003525
104423,1587229,998226
104424,1574437,988955
104425,1575107,987575
104426,1457503,1040335
104427,1589870.815,1056495.995
104428,1590962.211,1056493.685
104429,1591718.194,1056497.575
104430,1592214.795,1056487.17
104431,1589545.116,1055520.1
104432,1589128.317,1055213.334
104433,1591454.253,1057445.217
104434,1591196.554,1057303.679
104435,1591922.417,1057847.862
104436,1591835.692,1057876.77
104438,1531861.679,998457.625
104439,1524468.567,1000988.992
104440,1524405.246,1001051.586
104441,1512658.891,1006550.062
104442,1512485.326,1007430.798
104443,1531243.411,993559.625
104444,1532299.387,993452.125
104445,1507167.1,995978.919
104446,1507084.155,999960.306
104447,1507167.1,995336.091
